Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11
100,1.7050592172436598,0.0,0.42624490956465405,0.96867967,0.60836095,0.72402173,0.73222476,0.38019243,0.10149115,0.08259886,0.20001431,0.18628031,0.3133007,0.6474862
200,1.5211514404841833,0.42624490956465405,0.4355681737263997,0.9730479,0.65415746,0.73367614,0.7123737,0.5107251,0.10967148,0.056777865,0.19667023,0.16493832,0.23084955,0.7033437
300,1.6025420427322388,0.4355681737263997,0.4644481937090556,0.97967297,0.7313621,0.7544562,0.7361335,0.5487057,0.12698244,0.07236755,0.22156835,0.19144736,0.35987422,0.66533905
400,1.6052573017957734,0.4644481937090556,0.4454294542471568,0.97044826,0.62286305,0.7448432,0.7463932,0.4794371,0.1227354,0.08217233,0.18632783,0.2053624,0.3736421,0.62783295
500,1.46197095371428,0.4644481937090556,0.45492224395275116,0.9774038,0.7010691,0.7543767,0.73887485,0.5204503,0.11806598,0.046444762,0.19074173,0.17843497,0.36548373,0.69386595
600,1.4208861589431763,0.4644481937090556,0.4715600113073985,0.97648257,0.68338203,0.7727358,0.7430627,0.51818967,0.12278384,0.091689706,0.25697863,0.24914007,0.45563146,0.6199088
700,1.4895663508554784,0.4715600113073985,0.458814616004626,0.9747634,0.66032475,0.7589081,0.73466563,0.49746898,0.12523985,0.09776914,0.27094284,0.23135696,0.29154024,0.6776987
800,1.4810693377540225,0.4715600113073985,0.46976666649182636,0.97530013,0.72399646,0.7080867,0.7503443,0.5452345,0.11323964,0.111938186,0.20111166,0.19061702,0.41645917,0.74367166
900,1.5121768712997437,0.4715600113073985,0.4782148003578186,0.9731491,0.7214372,0.6789038,0.73820025,0.556513,0.11505131,0.098882355,0.2303152,0.2715529,0.4762651,0.70661336
1000,1.4600060146029403,0.4782148003578186,0.46702903012434643,0.97026986,0.6968512,0.66410786,0.7562244,0.50304365,0.120239116,0.13052653,0.24052687,0.20628808,0.40225604,0.7247703
1100,1.3953746330170405,0.4782148003578186,0.5059103022019068,0.98188645,0.74555963,0.7940548,0.7349441,0.572315,0.123000294,0.13360836,0.2595714,0.3214008,0.49878764,0.7186987
1200,1.5242559909820557,0.5059103022019068,0.4777657936016719,0.9760398,0.72361064,0.7130087,0.73682,0.4985157,0.1441373,0.1407495,0.25822583,0.28484356,0.4096004,0.64835954
1300,1.4467675249751022,0.5059103022019068,0.47470753888289136,0.9714923,0.69880825,0.67348546,0.7490483,0.48701176,0.13165553,0.12840118,0.26884165,0.23253693,0.43877015,0.7573407
1400,1.3227691196259999,0.5059103022019068,0.48031004269917804,0.97689086,0.772696,0.6840609,0.74515635,0.52910143,0.13987575,0.09945858,0.28070855,0.19253856,0.428961,0.7508232
