Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11
100,2.7015493132851343,0.0,0.2562143877148628,0.9714378,0.6334688,0.64403355,0.42561454,0.14899524,0.06820125,0.0,0.0,0.0,0.0942365,0.00249004
200,2.268215599514189,0.2562143877148628,0.3173123151063919,0.9762027,0.60201365,0.7496456,0.50758684,0.19501635,0.084736764,0.0,0.0,0.004651163,0.26377416,0.33998674
300,1.8487658500671387,0.3173123151063919,0.3264695182442665,0.98053753,0.6990595,0.71366626,0.48711953,0.20430079,0.08918412,0.0,0.00033125118,0.021386994,0.31203496,0.38246116
400,2.1585024378516455,0.3264695182442665,0.3484839126467705,0.97922695,0.64299595,0.7589572,0.5467839,0.21432135,0.09791541,0.0,0.0,0.019953761,0.4078266,0.46167237
500,1.930522035984766,0.3484839126467705,0.30730318278074265,0.9806924,0.6928282,0.75628316,0.4860578,0.18391159,0.081563495,0.0,0.0,0.021824194,0.35750264,0.11430453
600,1.5702725648880005,0.3484839126467705,0.30523229390382767,0.98152345,0.6872239,0.80357647,0.44408286,0.26674807,0.07216431,0.0,0.0,0.019968051,0.2701131,0.10095608
700,1.882827097719366,0.3484839126467705,0.3251073807477951,0.9818477,0.7036023,0.78148043,0.4621646,0.24919304,0.08019511,0.0,0.01498933,0.0454674,0.26889357,0.31210357
800,1.6422991553942363,0.3484839126467705,0.3099481165409088,0.9800399,0.65838635,0.79190683,0.45730767,0.26419574,0.06700598,0.0,0.011281589,0.05827257,0.27345672,0.15683712
900,1.7108571529388428,0.3484839126467705,0.34863127022981644,0.9805649,0.67061925,0.76797044,0.5674524,0.2954152,0.08095417,0.0,0.048231617,0.06486554,0.34293586,0.33751008
1000,1.6900984590703791,0.34863127022981644,0.3324175700545311,0.98434496,0.7433363,0.7850393,0.50245035,0.2999936,0.011020746,0.0,0.0604366,0.06068962,0.13444814,0.3626914
1100,1.736465539251055,0.34863127022981644,0.33148193359375,0.9842564,0.74330574,0.775217,0.5133869,0.3368558,0.053579845,0.0,0.024785556,0.068429925,0.22622998,0.22667098
1200,1.1007441282272339,0.34863127022981644,0.34510664641857147,0.9832095,0.70702136,0.7961054,0.5107761,0.35836333,0.033297475,0.0,0.062918685,0.089132436,0.26789927,0.3014288
