Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11
100,2.4578230381011963,0.0,0.10436451435089111,0.9036884,0.25335938,0.08874195,0.0026956599,0.0,0.0012226433,0.0010551559,0.0,0.00051004335,0.0,0.0011009309
200,1.5004962682724,0.10436451435089111,0.13995760679244995,0.9907836,0.6643307,0.015172975,0.0,0.0,0.0,0.0036968577,0.0035149385,0.001992032,0.0,0.0
300,1.1762531995773315,0.13995760679244995,0.15603850781917572,0.9974369,0.7259181,0.12013643,0.0,0.0,0.0,0.011396011,0.0,0.017574692,0.0,0.0
400,1.0328404903411865,0.15603850781917572,0.216141015291214,0.9977339,0.85906845,0.70747805,0.0,0.0,0.0,0.0,0.0,0.029411765,0.0,0.0
500,0.8919616341590881,0.216141015291214,0.24314174056053162,0.99808025,0.970696,0.94892466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.8477503061294556,0.24314174056053162,0.24405333399772644,0.99835134,0.97090024,0.9593882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.8238093852996826,0.24405333399772644,0.2450428456068039,0.998599,0.9746978,0.9672173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.8093884587287903,0.2450428456068039,0.245270237326622,0.99863696,0.97438896,0.97021693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.7991005778312683,0.245270237326622,0.24519559741020203,0.9986176,0.9772585,0.9664709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.7927761077880859,0.245270237326622,0.24565701186656952,0.99881035,0.97894156,0.970132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.7890704870223999,0.24565701186656952,0.24571335315704346,0.9988159,0.9786946,0.97104985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.7828322649002075,0.24571335315704346,0.24565504491329193,0.9988018,0.97864294,0.9704158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.7771689295768738,0.24571335315704346,0.2471989244222641,0.9989701,0.9803142,0.97361207,0.013490725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.7727628946304321,0.2471989244222641,0.24900154769420624,0.9989524,0.9797923,0.9737451,0.033167496,0.002361275,0.0,0.0,0.0,0.0,0.0,0.0
1500,0.7689108848571777,0.24900154769420624,0.25614041090011597,0.9988382,0.978233,0.9705231,0.11676647,0.0093240095,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.7610677480697632,0.25614041090011597,0.2878169119358063,0.99905246,0.9833231,0.97523236,0.25074628,0.23063381,0.0,0.0,0.0,0.0,0.0,0.014814815
1700,0.7304180860519409,0.2878169119358063,0.3273031711578369,0.9988961,0.98000306,0.9777678,0.41076922,0.5602015,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.6933245658874512,0.3273031711578369,0.3742939829826355,0.99901396,0.9832504,0.9801592,0.7226061,0.8064979,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.6531575918197632,0.3742939829826355,0.40096336603164673,0.99907345,0.9837219,0.9808744,0.9187056,0.8993074,0.015384615,0.014492754,0.0,0.0,0.0,0.0
2000,0.6210370659828186,0.40096336603164673,0.4894220530986786,0.9991018,0.9859617,0.98039037,0.93929714,0.92900383,0.4952381,0.10810811,0.14649682,0.0,0.0,0.23312883
2100,0.5510203242301941,0.4894220530986786,0.5972751975059509,0.9990171,0.98639446,0.9804562,0.94983816,0.94565827,0.7175141,0.07042254,0.3766578,0.0,0.0,0.9302326
2200,0.48330581188201904,0.5972751975059509,0.6342027187347412,0.99905515,0.9870822,0.9804488,0.9088099,0.951522,0.79623824,0.17333333,0.5439739,0.0,0.0,0.8797251
2300,0.422589510679245,0.6342027187347412,0.6942567825317383,0.99914265,0.98780704,0.983493,0.9370518,0.96402055,0.8338762,0.31764707,0.70857143,0.0,0.0,0.973384
