Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11
100,0.21422787010669708,0.0,0.24873757362365723,0.98753065,0.7214286,0.79786456,0.39148825,0.072726786,0.0,0.0,0.0,0.0,0.0138121545,0.0
200,0.1826813966035843,0.24873757362365723,0.2504755109548569,0.9890685,0.71578664,0.8325721,0.40642965,0.061849266,0.0,0.0,0.0,0.0,0.0,0.0
300,0.18399079144001007,0.2504755109548569,0.2530052214860916,0.98893034,0.71873975,0.84790623,0.34814674,0.13233964,0.0,0.0,0.0,0.0,0.0,0.0
400,0.4591733515262604,0.2530052214860916,0.25745147466659546,0.98901856,0.7299053,0.83147275,0.39681447,0.14220649,0.0,0.0,0.0,0.0,0.0,0.0
500,0.4258674383163452,0.25745147466659546,0.24862683564424515,0.9888122,0.70332,0.8279427,0.37174898,0.09169796,0.0,0.0,0.0,0.0,0.0,0.0
600,0.3909088969230652,0.25745147466659546,0.24751877784729004,0.98920393,0.72125137,0.8210478,0.36361083,0.07511126,0.0,0.0,0.0,0.0,0.0,0.0
700,0.42980340123176575,0.25745147466659546,0.246111199259758,0.9896041,0.7219929,0.8029273,0.38812757,0.05068255,0.0,0.0,0.0,0.0,0.0,0.0
800,0.22531233727931976,0.25745147466659546,0.24778294563293457,0.9889674,0.73178697,0.80878747,0.37117988,0.07267349,0.0,0.0,0.0,0.0,0.0,0.0
900,0.21577322483062744,0.25745147466659546,0.24374176561832428,0.988671,0.70564175,0.81084615,0.39024785,0.029494382,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.37601804733276367,0.25745147466659546,0.24476838111877441,0.9894023,0.7309579,0.80842316,0.3755365,0.032900833,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.8431584239006042,0.25745147466659546,0.24092181026935577,0.9887128,0.7246275,0.80573034,0.35063165,0.021359224,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.45052844285964966,0.25745147466659546,0.24334097653627396,0.98884535,0.7136194,0.78640527,0.40110117,0.030120483,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.34892627596855164,0.25745147466659546,0.23669765144586563,0.98777664,0.6518377,0.7868811,0.38419783,0.029678483,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.8447185754776001,0.25745147466659546,0.2454848438501358,0.9885932,0.66481686,0.801882,0.43657148,0.048519738,0.0,0.0,0.0,0.0,0.0054347827,0.0
1500,0.3428836762905121,0.25745147466659546,0.24797670543193817,0.9884509,0.6737615,0.81437814,0.46463162,0.034498207,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.22495754063129425,0.25745147466659546,0.2395501434803009,0.9883425,0.66345346,0.79659784,0.39197907,0.03422877,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.19714461266994476,0.25745147466659546,0.24196111410856247,0.9878963,0.6345135,0.80106413,0.44891465,0.031144781,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.3039492666721344,0.25745147466659546,0.2489321082830429,0.98925555,0.69303215,0.83013797,0.37261915,0.10214047,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.26561465859413147,0.25745147466659546,0.24153760075569153,0.98867786,0.6464808,0.81147337,0.41370264,0.038116593,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.16932787001132965,0.25745147466659546,0.23333193361759186,0.9884343,0.65103066,0.76292527,0.37621522,0.021377672,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.5312015414237976,0.25745147466659546,0.24109430611133575,0.98890847,0.6592972,0.80095184,0.40492153,0.03128047,0.0,0.0,0.0,0.0,0.0077720205,0.0
2200,0.19474834203720093,0.25745147466659546,0.24259236454963684,0.9879959,0.68281865,0.79035175,0.38901535,0.060926795,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.26631462574005127,0.25745147466659546,0.2532672733068466,0.988098,0.6736448,0.8131399,0.4081465,0.15039751,0.0,0.0,0.0,0.0,0.0057803467,0.0
2400,0.3172466456890106,0.25745147466659546,0.24640873819589615,0.9883163,0.68379146,0.80516905,0.41290542,0.06672253,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.29006242752075195,0.25745147466659546,0.23801809549331665,0.9882126,0.6934161,0.8028376,0.34615195,0.025598679,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.22198837995529175,0.25745147466659546,0.24605414271354675,0.98854244,0.6970085,0.80780554,0.3814293,0.07786378,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.20452016592025757,0.25745147466659546,0.24524420499801636,0.98764074,0.6728151,0.8049612,0.36382133,0.11092962,0.0,0.0,0.0,0.0,0.002762431,0.0
2800,0.25342416763305664,0.25745147466659546,0.245330311357975,0.9880258,0.69111836,0.80512965,0.35878235,0.10090734,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.2708549499511719,0.25745147466659546,0.24326256662607193,0.9874359,0.666895,0.7793658,0.43720445,0.0482496,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.2951630651950836,0.25745147466659546,0.24224305152893066,0.98770845,0.6692594,0.782966,0.4273396,0.039643273,0.0,0.0,0.0,0.0,0.0,0.0
