Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11
100,2.9765026569366455,0.0,0.06679138541221619,0.70275927,0.0,0.09873732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2.816904067993164,0.06679138541221619,0.0687485933303833,0.7091256,7.0517715e-05,0.11578701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2.582181453704834,0.0687485933303833,0.10900074243545532,0.8524071,0.382376,0.07322582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,2.3371026515960693,0.10900074243545532,0.20140838623046875,0.97084415,0.91805476,0.5280018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,2.1527931690216064,0.20140838623046875,0.20937292277812958,0.9812086,0.7722113,0.75905526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,1.9981153011322021,0.20937292277812958,0.22953751683235168,0.99171424,0.89698136,0.8657545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,1.8634393215179443,0.22953751683235168,0.23833489418029785,0.9958342,0.9502446,0.91393983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,1.7618913650512695,0.23833489418029785,0.24182473123073578,0.9973786,0.9672031,0.937315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,1.6260615587234497,0.24182473123073578,0.24293503165245056,0.99767876,0.9687493,0.9487923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1.5218148231506348,0.24293503165245056,0.24421720206737518,0.99812967,0.97276276,0.9597138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.4341742992401123,0.24421720206737518,0.24456045031547546,0.99819034,0.97359216,0.9629428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,1.3907721042633057,0.24456045031547546,0.24568283557891846,0.99860436,0.97819376,0.971396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,1.297224998474121,0.24568283557891846,0.2453741729259491,0.9984272,0.9757096,0.97035325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,1.2419416904449463,0.24568283557891846,0.24614369869232178,0.9987737,0.9810285,0.9739222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,1.1881433725357056,0.24614369869232178,0.24863529205322266,0.99891895,0.98197323,0.97730744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025423728
1600,1.14170503616333,0.24863529205322266,0.256948322057724,0.99903286,0.9861411,0.9747609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08510638
1700,1.1017650365829468,0.256948322057724,0.2673735022544861,0.9991806,0.9862595,0.98141396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106796116
1800,1.0688884258270264,0.2673735022544861,0.2653962969779968,0.9991841,0.9849228,0.9832634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07587548
