Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11
100,1.2872873544692993,0.0,0.6590817630290985,0.9929539,0.88050795,0.88441676,0.79343534,0.62767893,0.4923469,0.2789711,0.5052966,0.6444883,0.6208794,0.8246066
200,1.0606896877288818,0.6590817630290985,0.6562384724617004,0.9940389,0.90096027,0.8960819,0.7817986,0.67798686,0.4854733,0.3215665,0.5213906,0.58174145,0.5165776,0.8360573
300,0.8862631916999817,0.6590817630290985,0.6596117377281189,0.99422944,0.90232766,0.8978984,0.7800884,0.70984375,0.41289696,0.33095962,0.52459717,0.6012428,0.5487751,0.8430828
400,0.7972239255905151,0.6596117377281189,0.6458072423934936,0.99395955,0.8927307,0.9008497,0.7984113,0.67634356,0.4810992,0.29007545,0.5106891,0.49529213,0.55004853,0.8063075
500,0.8274428844451904,0.6596117377281189,0.6417950212955474,0.99445426,0.89959943,0.9092986,0.78739583,0.6948368,0.42233428,0.31151992,0.4980212,0.431636,0.56443673,0.84176046
600,1.1353379487991333,0.6596117377281189,0.6474150538444519,0.99441147,0.90047276,0.9056762,0.78377914,0.6966423,0.41653973,0.28302258,0.5127,0.47550613,0.62894464,0.8244311
700,0.8985418081283569,0.6596117377281189,0.6502830684185028,0.99370825,0.89392394,0.8903006,0.7748931,0.6974851,0.47921744,0.28324893,0.5331646,0.53854066,0.5317108,0.83630884
800,0.8827095627784729,0.6596117377281189,0.6440620064735413,0.9935997,0.8962401,0.88579667,0.7766933,0.6940063,0.42948475,0.27475247,0.50795686,0.53656584,0.55640817,0.8275591
900,0.8431627154350281,0.6596117377281189,0.6527138948440552,0.9940031,0.8947719,0.8998634,0.7872114,0.67814815,0.4388743,0.27150205,0.5263743,0.5831504,0.5773805,0.83020794
1000,0.8906932473182678,0.6596117377281189,0.649789673089981,0.9942502,0.8995665,0.8989428,0.8005659,0.63504064,0.4699483,0.2974028,0.52600217,0.563851,0.5360737,0.8256876
1100,1.0239975452423096,0.6596117377281189,0.6515724778175354,0.99419576,0.90498984,0.89475095,0.7782198,0.7173952,0.41670817,0.26763788,0.4973988,0.5627915,0.59740585,0.8436985
1200,0.9744439721107483,0.6596117377281189,0.6475715279579163,0.9939397,0.89813024,0.8975524,0.7827492,0.68297327,0.45992112,0.29733604,0.5390087,0.4949902,0.5365029,0.8516982
1300,0.934207558631897,0.6596117377281189,0.6455570816993713,0.99416274,0.902623,0.8962839,0.792858,0.7142252,0.40658456,0.28462312,0.5150248,0.4849325,0.56390166,0.83083075
1400,0.8084015846252441,0.6596117377281189,0.6553546786308289,0.9939643,0.8978027,0.8906584,0.79449224,0.69047135,0.49314657,0.3249101,0.4927934,0.5298226,0.5973874,0.8121009
1500,1.0073367357254028,0.6596117377281189,0.6553411841392517,0.993985,0.89560986,0.90046805,0.7917739,0.69713944,0.4921228,0.2509203,0.53605497,0.51074517,0.58831996,0.8352626
1600,0.9955514073371887,0.6596117377281189,0.6603222489356995,0.99305594,0.8838771,0.89154804,0.7812307,0.6973109,0.45865217,0.2937553,0.5631769,0.56601834,0.5807179,0.8549058
1700,0.9018855094909668,0.6603222489356995,0.6406467854976654,0.9939721,0.8973938,0.8957764,0.78551817,0.6902336,0.4190072,0.28499135,0.5328673,0.4330302,0.5638232,0.8469633
1800,1.3413938283920288,0.6603222489356995,0.6486665964126587,0.99363786,0.8948661,0.88902885,0.7904562,0.67259204,0.4605636,0.2857837,0.51262426,0.48939198,0.5894426,0.84109765
