Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11,Dice Class 12,Dice Class 13,Dice Class 14,Dice Class 15,Dice Class 16,Dice Class 17,Dice Class 18,Dice Class 19,Dice Class 20
100,0.6078200340270996,0.0,0.24636223912239075,0.99106973,0.6276157,0.37011495,0.77427363,0.7012987,0.059145674,0.5770676,0.25990424,0.36446124,0.42301458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025641026,0.0,0.0
200,0.55066978931427,0.24636223912239075,0.27516552805900574,0.99092966,0.6415882,0.35741445,0.766711,0.6924041,0.24326923,0.57218474,0.502447,0.41986457,0.5147401,0.0,0.0,0.0,0.0,0.0,0.07692308,0.0,0.0,0.0,0.0
300,0.5869590044021606,0.27516552805900574,0.2893010377883911,0.99113697,0.6882219,0.3006012,0.77904755,0.7049409,0.27550048,0.608186,0.49252802,0.49912983,0.61602914,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
400,0.4179982542991638,0.2893010377883911,0.29331719875335693,0.99164987,0.64406514,0.2966507,0.7947868,0.733637,0.25358325,0.6228676,0.5205195,0.5303141,0.60201675,0.0,0.0,0.0,0.12195122,0.0,0.04761905,0.0,0.0,0.0,0.0
500,0.4000989496707916,0.29331719875335693,0.3065030872821808,0.9914385,0.5201694,0.3237598,0.8149899,0.7178811,0.29936975,0.59656507,0.5445528,0.50775194,0.5928106,0.0,0.0,0.0,0.2857143,0.0,0.092307694,0.0,0.0,0.0,0.14925373
600,0.6546177268028259,0.3065030872821808,0.29683423042297363,0.99163955,0.62565213,0.3245283,0.79900557,0.68718195,0.22863485,0.570254,0.53872055,0.51442116,0.5990982,0.0,0.0,0.0,0.19565217,0.0,0.0,0.0,0.0,0.0,0.15873016
700,0.3329300880432129,0.3065030872821808,0.3013665974140167,0.99159783,0.6732286,0.34557235,0.7997231,0.652444,0.2458287,0.5979633,0.580695,0.45999226,0.58240885,0.0,0.0,0.07692308,0.22857143,0.0,0.0,0.0,0.0,0.0,0.09375
800,0.2991422414779663,0.3065030872821808,0.3016234338283539,0.9916409,0.5995929,0.39586028,0.809905,0.68358916,0.29028815,0.6066546,0.56969064,0.45816734,0.5826342,0.0,0.0,0.03773585,0.20833333,0.0,0.0,0.0,0.0,0.0,0.1
900,0.29489755630493164,0.3065030872821808,0.30594736337661743,0.99157953,0.6458236,0.3283936,0.7779103,0.6933667,0.32303798,0.6197312,0.610484,0.46872526,0.54913694,0.0,0.0,0.07692308,0.2020202,0.045454547,0.0,0.0,0.0,0.0,0.092307694
1000,0.2651139199733734,0.3065030872821808,0.3274139165878296,0.99214345,0.6692384,0.33762223,0.8126051,0.70024717,0.30450177,0.6293923,0.5780678,0.5143472,0.62766176,0.0,0.0,0.15873016,0.33043477,0.11111111,0.0,0.0,0.0,0.0,0.10958904
1100,0.6144275665283203,0.3274139165878296,0.3087947964668274,0.991682,0.6525935,0.31813577,0.79622257,0.68652725,0.24039517,0.65611535,0.5600769,0.51607716,0.631079,0.0,0.0,0.15873016,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0952381
1200,0.11751806735992432,0.3274139165878296,0.3063395619392395,0.9919803,0.6603118,0.32318017,0.80610317,0.71209943,0.1980082,0.64116,0.5494864,0.50825614,0.60375786,0.0,0.0,0.13793103,0.20408164,0.0,0.0,0.0,0.0,0.0,0.09677419
1300,0.22011849284172058,0.3274139165878296,0.3310698866844177,0.99224925,0.71917075,0.37238258,0.7927785,0.6857995,0.31595746,0.6002065,0.5596015,0.54789275,0.6773547,0.0,0.0,0.1875,0.25688073,0.1509434,0.0,0.0,0.0,0.0,0.09375
1400,0.24184316396713257,0.3310698866844177,0.3323289453983307,0.99248457,0.700112,0.34254143,0.8178863,0.70339304,0.37799287,0.6327083,0.5599869,0.53483844,0.6427558,0.0,0.0,0.10909091,0.29090908,0.115384616,0.0,0.0,0.05882353,0.0,0.1
1500,0.2670913338661194,0.3323289453983307,0.32802656292915344,0.992506,0.6822169,0.3374108,0.82864094,0.6845316,0.32993016,0.62572056,0.56570876,0.5205479,0.61567795,0.0,0.0,0.18181819,0.3090909,0.12244898,0.0,0.0,0.0,0.0,0.092307694
1600,0.19465327262878418,0.3323289453983307,0.318771630525589,0.99211967,0.68155533,0.29900333,0.8050434,0.6686859,0.37512338,0.6464791,0.5588915,0.53629035,0.58473694,0.0,0.0,0.19354838,0.20833333,0.04761905,0.0,0.0,0.0,0.0,0.09677419
1700,0.1829220950603485,0.3323289453983307,0.3319198191165924,0.992355,0.6881991,0.2762787,0.8125278,0.68931335,0.39671022,0.65876603,0.57888687,0.55166996,0.637961,0.0,0.0,0.20895523,0.27522936,0.04761905,0.0,0.0,0.060606062,0.0,0.0952381
1800,0.19600121676921844,0.3323289453983307,0.3284677267074585,0.99203026,0.6497173,0.30224773,0.8091355,0.677361,0.3853487,0.63983697,0.529151,0.57983196,0.6408701,0.0,0.0,0.23880596,0.24074075,0.046511628,0.0,0.0,0.051948052,0.0,0.114285715
1900,0.18218684196472168,0.3323289453983307,0.32008904218673706,0.99263024,0.68146855,0.3125683,0.8095555,0.7079851,0.34261692,0.6537274,0.5529332,0.5741737,0.56469524,0.0,0.0,0.16393442,0.2020202,0.04761905,0.0,0.0,0.0,0.0,0.11594203
2000,0.18882447481155396,0.3323289453983307,0.3247840702533722,0.99245816,0.6745383,0.308094,0.81046337,0.68103045,0.43453777,0.61425513,0.5636087,0.5021241,0.5968493,0.0,0.0,0.16393442,0.25,0.13333334,0.0,0.0,0.0,0.0,0.0952381
2100,0.18155550956726074,0.3323289453983307,0.3311452269554138,0.992606,0.70140064,0.29153463,0.8087616,0.7183965,0.35440415,0.63024724,0.60166585,0.5222672,0.6450106,0.0,0.0,0.2,0.19354838,0.08695652,0.11494253,0.0,0.0,0.0,0.092307694
2200,0.5144060850143433,0.3323289453983307,0.3302246928215027,0.9923883,0.6956219,0.3095104,0.7938859,0.67747915,0.41904762,0.6322082,0.59831935,0.53328204,0.64254475,0.0,0.0,0.22950819,0.18,0.08510638,0.028169014,0.0,0.0,0.0,0.11764706
2300,0.4229615032672882,0.3323289453983307,0.3254856765270233,0.9924092,0.6734677,0.3023736,0.8008392,0.68972075,0.3678501,0.614838,0.59213316,0.49408886,0.659444,0.0,0.0,0.16949153,0.21568628,0.12,0.0,0.0,0.0,0.0,0.14285715
2400,0.17620576918125153,0.3323289453983307,0.3397853672504425,0.9922737,0.7240666,0.2749771,0.7927245,0.67930233,0.39294007,0.6244812,0.59263605,0.5415626,0.6841496,0.0,0.0,0.24615385,0.25454545,0.1632653,0.0,0.0,0.0,0.0,0.1724138
2500,0.5181862115859985,0.3397853672504425,0.32733389735221863,0.9917736,0.6815638,0.31629586,0.7672369,0.6909309,0.347166,0.60961413,0.57483095,0.526356,0.6778376,0.0,0.0,0.14285715,0.16842106,0.093023255,0.14117648,0.0,0.0,0.0,0.14492753
2600,0.18014775216579437,0.3397853672504425,0.33559781312942505,0.9922168,0.6937966,0.3621203,0.7858885,0.70070994,0.3694141,0.60500693,0.5747451,0.49857667,0.6508362,0.0,0.0,0.14035088,0.17204301,0.093023255,0.0952381,0.0,0.0882353,0.0,0.22535211
2700,0.11074911057949066,0.3397853672504425,0.34036117792129517,0.9917037,0.65297055,0.36147442,0.7819067,0.6851742,0.38293746,0.57977444,0.56199604,0.518636,0.654284,0.0,0.0,0.16949153,0.18,0.08888889,0.10526316,0.0,0.21686748,0.0,0.21621622
2800,0.18981333076953888,0.34036117792129517,0.33413246273994446,0.9923562,0.6988292,0.29756796,0.79472715,0.71583736,0.37260824,0.593962,0.5630391,0.4810021,0.64781904,0.0,0.0,0.23529412,0.18181819,0.09090909,0.078947365,0.0,0.06153846,0.0,0.21052632
2900,0.15479698777198792,0.34036117792129517,0.3239586353302002,0.9919288,0.6417978,0.3046916,0.7882824,0.67961395,0.39223117,0.5924459,0.59776884,0.47112587,0.6603363,0.0,0.0,0.1904762,0.20952381,0.04761905,0.027777778,0.0,0.06666667,0.0,0.14084508
3000,0.46079087257385254,0.34036117792129517,0.33014556765556335,0.9925235,0.6295157,0.41320914,0.810773,0.692104,0.38737863,0.6072843,0.53914005,0.42889187,0.62012845,0.0,0.0,0.19672132,0.18367347,0.04761905,0.078947365,0.0,0.1875,0.0,0.11764706
3100,0.10086915642023087,0.34036117792129517,0.3280780613422394,0.99269235,0.7104508,0.3523316,0.8030819,0.68041235,0.36127743,0.64715326,0.5183031,0.47275707,0.56588805,0.0,0.0,0.16949153,0.185567,0.04761905,0.0,0.0,0.2247191,0.0,0.15789473
3200,0.11407991498708725,0.34036117792129517,0.338423490524292,0.99234474,0.61127144,0.35163206,0.8079966,0.6765197,0.38872692,0.64170706,0.5627071,0.47536945,0.57971674,0.0,0.0,0.25396827,0.22,0.08695652,0.08,0.0,0.1875,0.0,0.1904762
3300,0.10775613784790039,0.34036117792129517,0.3326690196990967,0.9926227,0.6760777,0.33111703,0.7944856,0.690279,0.35412475,0.66600823,0.55557436,0.41591784,0.626634,0.0,0.0,0.22222222,0.18367347,0.046511628,0.07594936,0.0,0.14705883,0.0,0.20779221
3400,0.18230484426021576,0.34036117792129517,0.33212172985076904,0.99247503,0.68066883,0.33071816,0.8051849,0.6841396,0.37567434,0.63442427,0.5799608,0.45845273,0.6305785,0.0,0.0,0.1754386,0.18181819,0.04761905,0.077922076,0.0,0.08571429,0.0,0.23376623
3500,0.157858207821846,0.34036117792129517,0.32823795080184937,0.9925706,0.6633848,0.32242712,0.8034868,0.6912545,0.38865247,0.6475257,0.58330506,0.48856798,0.5942777,0.0,0.0,0.16393442,0.185567,0.046511628,0.030303031,0.0,0.13333334,0.0,0.15789473
3600,0.4498731195926666,0.34036117792129517,0.3546050488948822,0.99222517,0.7016583,0.34285715,0.7890839,0.6960143,0.4614679,0.63674134,0.5941037,0.5168892,0.6571936,0.0,0.0,0.23880596,0.24761905,0.093023255,0.075,0.02020202,0.24096386,0.0,0.14285715
3700,0.4619155824184418,0.3546050488948822,0.35080820322036743,0.9927252,0.70286417,0.32309583,0.8114603,0.70026726,0.41727942,0.63229954,0.6200372,0.54545456,0.64525425,0.0,0.0,0.22580644,0.24761905,0.08888889,0.12820514,0.0,0.114285715,0.0,0.17142858
3800,0.15887747704982758,0.3546050488948822,0.3357328176498413,0.9926086,0.6738749,0.33474833,0.7911974,0.7112242,0.3778214,0.60756356,0.55955476,0.48776442,0.6136364,0.0,0.0,0.19672132,0.23076923,0.08888889,0.12987013,0.0,0.05970149,0.0,0.19444445
3900,0.15219247341156006,0.3546050488948822,0.3320673108100891,0.9925365,0.68401456,0.31735888,0.8106514,0.6919842,0.36993077,0.5950545,0.60294867,0.47201335,0.65228784,0.0,0.0,0.16949153,0.185567,0.04761905,0.0,0.0,0.17142858,0.0,0.21052632
4000,0.16244618594646454,0.3546050488948822,0.34289705753326416,0.9924103,0.718872,0.36021507,0.79465973,0.68701154,0.36924583,0.6266982,0.6014432,0.4865306,0.6328454,0.0,0.0,0.1724138,0.18181819,0.045454547,0.10958904,0.0,0.26373628,0.0,0.15789473
4100,0.4712129533290863,0.3546050488948822,0.3561461269855499,0.99262464,0.6961806,0.34430084,0.8048453,0.668523,0.438104,0.64550686,0.61959654,0.50953346,0.63255614,0.0,0.0,0.21875,0.24074075,0.08695652,0.078947365,0.0,0.26506025,0.0,0.23684211
4200,0.154221773147583,0.3561461269855499,0.34745195508003235,0.99309134,0.7017236,0.28146014,0.8273261,0.7030544,0.37462834,0.64545256,0.6261991,0.5010456,0.63078254,0.0,0.0,0.15873016,0.21359223,0.045454547,0.0625,0.0,0.2631579,0.0,0.2682927
4300,0.14069704711437225,0.3561461269855499,0.3590574860572815,0.993124,0.68096024,0.4074074,0.82098806,0.6899628,0.44154635,0.65043956,0.6413681,0.5024351,0.6353043,0.0,0.0,0.30136988,0.21153846,0.045454547,0.0,0.08080808,0.1875,0.0,0.25
4400,0.4628182649612427,0.3590574860572815,0.35255011916160583,0.9932226,0.74832827,0.317757,0.80624294,0.6995725,0.42464456,0.64303553,0.61910605,0.5214601,0.62299913,0.0,0.0,0.21212122,0.22018349,0.16,0.077922076,0.0,0.08695652,0.0,0.25
4500,0.15608835220336914,0.3590574860572815,0.3480790853500366,0.99269694,0.7186117,0.34064516,0.80155843,0.655895,0.4843956,0.6338235,0.5612961,0.50061756,0.61634463,0.0,0.0,0.30985916,0.21359223,0.08888889,0.0,0.0,0.20224719,0.0,0.1891892
4600,0.10828132927417755,0.3590574860572815,0.35686230659484863,0.99289024,0.7265259,0.3236994,0.80180806,0.6984377,0.45743212,0.6613333,0.4857085,0.4887186,0.6126014,0.0,0.0,0.30555555,0.25225225,0.15686275,0.08450704,0.0,0.20253165,0.0,0.24324325
4700,0.14610153436660767,0.3590574860572815,0.33586663007736206,0.99263674,0.67852235,0.30793652,0.7831147,0.7204112,0.43835616,0.6556023,0.5311071,0.4428076,0.6086373,0.0,0.0,0.2580645,0.25225225,0.045454547,0.037037037,0.0,0.09836066,0.0,0.20289855
4800,0.48237600922584534,0.3590574860572815,0.3672998249530792,0.99264956,0.68899953,0.33712122,0.7972749,0.6941284,0.47723293,0.62748617,0.6519174,0.5467204,0.6218959,0.0,0.0,0.3188406,0.25225225,0.16666667,0.112676054,0.0,0.17391305,0.0,0.2535211
4900,0.10339265316724777,0.3672998249530792,0.3753340244293213,0.99274546,0.6636787,0.4074074,0.7966753,0.70428014,0.47938377,0.636835,0.64149714,0.55325556,0.6744833,0.0,0.0,0.28169015,0.26785713,0.08695652,0.1388889,0.12048193,0.20512821,0.0,0.23076923
5000,0.13950473070144653,0.3753340244293213,0.34266597032546997,0.9928277,0.66238356,0.3278887,0.8120255,0.727565,0.40175954,0.6027634,0.67026496,0.47134855,0.6364249,0.0,0.0,0.22222222,0.20952381,0.046511628,0.114285715,0.0,0.092307694,0.0,0.20588236
5100,0.14675310254096985,0.3753340244293213,0.3654979467391968,0.9927513,0.7236996,0.30408162,0.8060584,0.70153767,0.4361603,0.6158106,0.65414256,0.529274,0.69754994,0.0,0.0,0.24242425,0.21359223,0.09090909,0.08695652,0.07017544,0.29411766,0.0,0.21621622
5200,0.1409226804971695,0.3753340244293213,0.3758956789970398,0.9928102,0.67424303,0.35488307,0.78274935,0.7171283,0.43046358,0.6243573,0.66985804,0.5353654,0.7007662,0.0,0.0,0.23880596,0.24074075,0.093023255,0.18666667,0.14285715,0.26666668,0.0,0.24242425
