Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11,Dice Class 12,Dice Class 13,Dice Class 14,Dice Class 15,Dice Class 16,Dice Class 17,Dice Class 18,Dice Class 19,Dice Class 20
100,1.0455680394714528,0.0,0.5827392935752869,0.9943947,0.8223741,0.5109254,0.8131268,0.7454568,0.6299937,0.8194562,0.8274269,0.706519,0.7291771,0.30995563,0.31389743,0.43041235,0.3765024,0.37204462,0.46447366,0.49195307,0.50602406,0.6534091,0.6158353
200,0.9748515131927672,0.5827392935752869,0.584280252456665,0.99440813,0.82434607,0.5144782,0.8139646,0.74383265,0.62674385,0.8204979,0.82959783,0.70586604,0.72701037,0.29158005,0.31389743,0.4322917,0.3686481,0.3764896,0.5152788,0.49085367,0.4943182,0.6597179,0.625
300,0.7621191143989563,0.584280252456665,0.5868220329284668,0.9945103,0.82615167,0.521634,0.81974953,0.75217223,0.630433,0.82060856,0.8332814,0.70530677,0.7240716,0.3279221,0.3240381,0.40739435,0.35789472,0.38405797,0.53322786,0.5101273,0.47282612,0.6420145,0.6235955
400,0.6010410406372764,0.5868220329284668,0.5865596532821655,0.99454594,0.82657254,0.5284905,0.8196837,0.7557071,0.63085616,0.8219316,0.83673626,0.7075492,0.7204279,0.35443038,0.3104849,0.39929473,0.35112682,0.38593382,0.5208652,0.512987,0.46774194,0.6478858,0.6151261
500,0.8194574259576344,0.5868220329284668,0.5875166356563568,0.9945749,0.82714045,0.53699064,0.8177936,0.76000035,0.6288649,0.82358706,0.83840704,0.7099448,0.7183021,0.34185433,0.3187558,0.39916664,0.35394305,0.38799283,0.5352564,0.5090476,0.47282612,0.65599734,0.60163397
600,0.1947466880083084,0.5875166356563568,0.5844742059707642,0.99447036,0.827104,0.5434843,0.8163034,0.7538806,0.62954795,0.8182362,0.83957994,0.7078557,0.7177906,0.3486076,0.30588236,0.3960274,0.34073666,0.3812545,0.5352564,0.52147204,0.45789474,0.6373498,0.598659
700,0.6849137233062224,0.5875166356563568,0.5854400098323822,0.99455214,0.82897425,0.5438975,0.81653863,0.7559867,0.63016677,0.82275873,0.83937854,0.7090182,0.71683,0.3355997,0.3113429,0.4099099,0.3473156,0.37100738,0.53534347,0.5108509,0.4715379,0.64600843,0.5972222
800,0.7440207919904164,0.5875166356563568,0.5854496359825134,0.9946009,0.8302778,0.5454977,0.8205558,0.7563828,0.6288145,0.82158923,0.8391093,0.7088754,0.71757185,0.33703873,0.30836165,0.4099099,0.34555554,0.37416667,0.53956676,0.5003001,0.45161292,0.65625,0.60314155
900,0.11880894005298615,0.5875166356563568,0.5830835402011871,0.99440455,0.82865596,0.5448976,0.81500256,0.7536868,0.6269704,0.8146498,0.8360645,0.70352477,0.71907836,0.33333334,0.31721967,0.40350878,0.34267735,0.3738787,0.53128034,0.5259392,0.44801462,0.62225276,0.60808814
1000,0.9266073216091503,0.5875166356563568,0.5859012305736542,0.9946078,0.8315795,0.55758345,0.8196829,0.76005685,0.62819254,0.8225489,0.84053814,0.70827097,0.71948075,0.35497695,0.3267442,0.41334632,0.3429054,0.36524528,0.5179131,0.5186372,0.45161292,0.63347536,0.5919812
