Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11,Dice Class 12,Dice Class 13,Dice Class 14,Dice Class 15,Dice Class 16,Dice Class 17,Dice Class 18,Dice Class 19,Dice Class 20
100,0.47473421692848206,0.0,0.6691590746243795,0.9935675,0.8400938,0.5334891,0.8009291,0.7654206,0.6547492,0.78610164,0.7967482,0.7007312,0.7602678,0.46512315,0.3392637,0.73814535,0.69380456,0.47405347,0.61156195,0.7031176,0.5014122,0.6475349,0.6996508
200,0.6410651206970215,0.6691590746243795,0.674031654993693,0.9938493,0.8463351,0.5476756,0.8075986,0.7697551,0.65916777,0.7916162,0.79671645,0.70656794,0.76014286,0.47580767,0.34429893,0.74786085,0.7034123,0.4820602,0.619122,0.7088292,0.48679748,0.65669423,0.7034976
300,0.4569136727423895,0.674031654993693,0.6726329525311788,0.99374765,0.8443968,0.54048914,0.80044025,0.77287483,0.66059303,0.7891865,0.8049696,0.70425826,0.7580633,0.46450987,0.3440055,0.7504123,0.70031327,0.46134186,0.60550386,0.707949,0.49503508,0.6584378,0.72172135
400,0.2962774336338043,0.674031654993693,0.675365666548411,0.9938492,0.84752107,0.5377743,0.8052521,0.7732076,0.662596,0.7907862,0.80259186,0.7101305,0.7574112,0.46582845,0.34397843,0.7479972,0.7104878,0.48510107,0.61162245,0.7134239,0.5051557,0.66461736,0.7045911
500,0.4141412604422796,0.675365666548411,0.6769653558731079,0.99380094,0.8462729,0.5567882,0.8027118,0.7788882,0.65860224,0.78949,0.8031933,0.70944124,0.7587809,0.48611823,0.36519882,0.74663734,0.70668644,0.4702805,0.6143938,0.7110839,0.49521407,0.65825415,0.7220227
600,0.5044277906417847,0.6769653558731079,0.6768856247266134,0.99367315,0.8438336,0.5402948,0.80032426,0.77381635,0.6611488,0.7861529,0.80289507,0.7075739,0.76115805,0.48447585,0.3495319,0.74804133,0.7118737,0.47924873,0.614441,0.7130494,0.49622083,0.671223,0.7256689
700,0.4487747365520114,0.6769653558731079,0.6782073577245077,0.99390036,0.84627366,0.5481865,0.8019738,0.77491325,0.6638059,0.7982028,0.8086123,0.7135181,0.75993425,0.48354903,0.34734347,0.74170256,0.71350384,0.4755315,0.6167369,0.7095294,0.4968265,0.66992354,0.7321713
800,0.3084031641483307,0.6782073577245077,0.6761870980262756,0.9938493,0.8460386,0.54702157,0.80149406,0.77854306,0.66641927,0.79104847,0.8066013,0.7079887,0.758915,0.47057566,0.3508377,0.745112,0.7052436,0.47074533,0.6112817,0.71545196,0.5146053,0.66450953,0.7094574
900,0.4152341414065588,0.6782073577245077,0.6756267746289571,0.99379444,0.84507465,0.53640074,0.8023494,0.77992743,0.6606081,0.7911873,0.80755275,0.70671207,0.75703317,0.46838012,0.36418536,0.73602694,0.7057834,0.4652175,0.6102434,0.7124669,0.5126817,0.67175937,0.71366376
1000,1.547248363494873,0.6782073577245077,0.677253524462382,0.99374557,0.84729856,0.54066783,0.80294615,0.7767863,0.66346925,0.78690195,0.8025349,0.7077489,0.75957394,0.47820666,0.37488708,0.7311875,0.7141113,0.46883264,0.61216646,0.7125953,0.5157361,0.6716259,0.7104755
1100,0.38676414887110394,0.6782073577245077,0.6811113556226095,0.99408674,0.8485629,0.546992,0.8107732,0.786619,0.6721634,0.7986756,0.80913633,0.7161434,0.75487787,0.48455182,0.37578806,0.7412293,0.7065479,0.46317926,0.61584157,0.71417236,0.5146393,0.6723693,0.73209906
1200,0.44501200318336487,0.6811113556226095,0.6768953402837118,0.9936028,0.843497,0.53477913,0.79783076,0.77208394,0.66975766,0.7816356,0.80420786,0.71120125,0.7598478,0.47216526,0.3714399,0.75200516,0.7056639,0.4574237,0.6136363,0.71497124,0.5154076,0.67800283,0.72212505
