Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11,Dice Class 12,Dice Class 13,Dice Class 14,Dice Class 15,Dice Class 16,Dice Class 17,Dice Class 18,Dice Class 19,Dice Class 20
100,0.5234549045562744,0.0,0.7065553963184357,0.9951539,0.8559692,0.55310786,0.8429487,0.82557523,0.69759196,0.8412944,0.8321382,0.76315564,0.7569322,0.4949514,0.47406608,0.7777141,0.72370195,0.53728306,0.63602906,0.7418324,0.47707194,0.70908415,0.7411581
200,0.24854721128940582,0.7065553963184357,0.7083375751972198,0.9952688,0.85663146,0.54098445,0.84806657,0.82880247,0.7013887,0.8437065,0.8335697,0.7637737,0.75381196,0.5024753,0.4844122,0.7657868,0.7274922,0.53971696,0.6389562,0.746191,0.48032302,0.720808,0.7468279
300,0.3828597962856293,0.7083375751972198,0.706116259098053,0.99520755,0.85757357,0.5407623,0.8456528,0.8298124,0.69634557,0.8379045,0.8338256,0.7591311,0.7544955,0.5042148,0.48724294,0.78269863,0.7088141,0.52618617,0.6455836,0.7412341,0.46101046,0.7171925,0.7424549
400,0.24419327080249786,0.7083375751972198,0.7051648050546646,0.99516225,0.85415626,0.5285642,0.84721446,0.8251761,0.6999403,0.8385927,0.833573,0.75613844,0.7543311,0.4992416,0.47700068,0.7756526,0.71632266,0.5272243,0.63560003,0.7389283,0.45733416,0.72066045,0.76676226
500,0.3717052638530731,0.7083375751972198,0.7067204266786575,0.9952215,0.85579586,0.54214966,0.84778476,0.8300638,0.70170414,0.8392015,0.83720875,0.75962675,0.7525953,0.5040888,0.48920187,0.7537928,0.7160475,0.53797054,0.6415626,0.74213165,0.46752387,0.7183101,0.7494019
600,0.22784116864204407,0.7083375751972198,0.7074639201164246,0.99517953,0.85587716,0.551037,0.84631366,0.82856405,0.70091474,0.83664805,0.8342368,0.76118183,0.75280267,0.49799573,0.4896717,0.7630996,0.7162374,0.54017735,0.63816166,0.7322252,0.48607755,0.71266377,0.7526435
700,0.24712683260440826,0.7083375751972198,0.7073738127946854,0.99528,0.85632217,0.5408032,0.8465973,0.83193445,0.6988884,0.8441429,0.83886415,0.7580617,0.75053936,0.49572754,0.4893227,0.781893,0.7171799,0.53960323,0.63415086,0.7394129,0.4714634,0.71988845,0.74690664
800,0.3578172028064728,0.7083375751972198,0.704873263835907,0.99528736,0.85484195,0.54464984,0.84791476,0.8292344,0.69669867,0.84465164,0.83748007,0.7582771,0.7525536,0.4979784,0.4801265,0.77414644,0.7202302,0.528847,0.63621414,0.7418914,0.4700973,0.7043183,0.7294292
900,0.39878857135772705,0.7083375751972198,0.7078445553779602,0.9954166,0.8575212,0.55797756,0.8518573,0.8315496,0.69687164,0.8497523,0.83863467,0.75360376,0.750663,0.510177,0.47985077,0.7795776,0.7147232,0.53828526,0.64179146,0.7429949,0.48298877,0.7185781,0.71621907
1000,0.285999059677124,0.7083375751972198,0.7083788067102432,0.995375,0.858241,0.56406885,0.85382193,0.82687193,0.69810104,0.8445371,0.83465844,0.76344794,0.7558259,0.4946693,0.4713908,0.77565515,0.7115941,0.53531295,0.63500464,0.74306595,0.5007116,0.71253216,0.7437075
1100,0.37541380524635315,0.7083788067102432,0.7076658308506012,0.9953065,0.8574641,0.56006813,0.8479318,0.82908595,0.70008475,0.84340835,0.83682376,0.76270545,0.7517401,0.49295002,0.48216778,0.76920414,0.7216524,0.53697026,0.642961,0.74301946,0.48223394,0.71923345,0.72202903
1200,1.0561772584915161,0.7083788067102432,0.7050289511680603,0.99510634,0.8562551,0.54612,0.8411795,0.81896484,0.6933093,0.8391465,0.83143276,0.76618737,0.75137514,0.49216408,0.4776383,0.77164775,0.7299066,0.53124094,0.63134384,0.7442251,0.49203122,0.7071165,0.73001695
1300,0.3254016935825348,0.7083788067102432,0.7064214050769806,0.9952979,0.85732,0.5507012,0.8488522,0.82865554,0.6989044,0.84210026,0.8376796,0.76501995,0.75386083,0.4937318,0.4755196,0.7682245,0.73247546,0.5379431,0.62557566,0.7410765,0.48801664,0.7103908,0.72444427
1400,0.24121282994747162,0.7083788067102432,0.7070767432451248,0.99516594,0.8572587,0.5459157,0.8441067,0.8244668,0.7000669,0.8370533,0.8322605,0.7666458,0.7537131,0.5024066,0.4753775,0.7673278,0.73417205,0.5440773,0.63533425,0.738153,0.48739412,0.703519,0.73906386
