Iteration,Train Loss,Validation Mean Dice Best,Validation Mean Dice Last,Dice Class 1,Dice Class 2,Dice Class 3,Dice Class 4,Dice Class 5,Dice Class 6,Dice Class 7,Dice Class 8,Dice Class 9,Dice Class 10,Dice Class 11,Dice Class 12,Dice Class 13,Dice Class 14,Dice Class 15,Dice Class 16,Dice Class 17,Dice Class 18,Dice Class 19,Dice Class 20
100,0.47476229071617126,0.0,0.705315351486206,0.9952649,0.85484624,0.5610141,0.8529904,0.8336466,0.68643534,0.841828,0.83410525,0.7521994,0.75656414,0.5061295,0.47992793,0.74181545,0.7001473,0.52987397,0.6441856,0.72623956,0.49580356,0.7111665,0.7554157
200,0.6218889355659485,0.705315351486206,0.7048176229000092,0.99521583,0.85401917,0.5400788,0.848403,0.8367125,0.68820316,0.84149694,0.83890665,0.76023173,0.7591943,0.4948179,0.4726223,0.7605468,0.7136302,0.5264329,0.64574957,0.72744226,0.4791802,0.7094751,0.75803924
300,0.3871067762374878,0.705315351486206,0.7066469639539719,0.9953233,0.8530894,0.55442494,0.8490372,0.83213377,0.69246435,0.85240716,0.83554226,0.75778776,0.75673443,0.5281908,0.48292822,0.7757286,0.7017798,0.5224311,0.6381775,0.7301674,0.4668181,0.7059522,0.75807655
400,0.2546900808811188,0.7066469639539719,0.706118255853653,0.9951995,0.854689,0.53944457,0.84687436,0.8326781,0.6904438,0.842004,0.83511204,0.75836647,0.7580068,0.5415934,0.49068892,0.7665223,0.71284556,0.5246404,0.6470308,0.73057574,0.455967,0.706632,0.74067914
500,0.2649402916431427,0.7066469639539719,0.7074055820703506,0.99545395,0.858183,0.5457703,0.8551013,0.8373839,0.6947546,0.8528762,0.8366027,0.7559391,0.75756824,0.5213674,0.49285668,0.7503663,0.7214089,0.5302549,0.6445756,0.7339159,0.4908291,0.700215,0.73113054
600,0.4573788046836853,0.7074055820703506,0.7051786184310913,0.995167,0.8570388,0.54765224,0.84232664,0.83076626,0.6933438,0.84265465,0.83569014,0.74409,0.76084405,0.5473566,0.50175226,0.7484571,0.6943304,0.52227753,0.6308275,0.7241509,0.48400706,0.70022076,0.7530457
700,0.2154485285282135,0.7074055820703506,0.705405056476593,0.9951005,0.85477334,0.5368563,0.84194016,0.83366734,0.6937642,0.8394141,0.8372259,0.7547274,0.7595664,0.5455054,0.5059785,0.74044204,0.70158184,0.53896344,0.63368833,0.72041816,0.47058108,0.70198345,0.74633145
800,0.3504222631454468,0.7074055820703506,0.7066325545310974,0.99523157,0.8540032,0.53201723,0.85113215,0.8299012,0.7007966,0.84570813,0.8331597,0.76139253,0.76209223,0.5370054,0.49697572,0.7451083,0.71290827,0.5410424,0.6284767,0.72176814,0.4673505,0.7074535,0.75434226
900,0.24365469813346863,0.7074055820703506,0.708620548248291,0.99537176,0.85697454,0.53758365,0.8521774,0.8310967,0.69723374,0.84953946,0.8362845,0.75658387,0.7602159,0.54056644,0.49325526,0.7786927,0.73068976,0.5529376,0.6316426,0.7311118,0.45204306,0.7012534,0.74233866
1000,0.3842669129371643,0.708620548248291,0.7081629037857056,0.99530447,0.8554537,0.5424769,0.8519209,0.83064854,0.69733524,0.84643626,0.837601,0.76134443,0.76325005,0.5418899,0.48729494,0.7428367,0.72505593,0.5506562,0.6331018,0.72712505,0.48572952,0.7160562,0.7211198
1100,0.27936017513275146,0.708620548248291,0.7049822956323624,0.99515796,0.8532989,0.54512566,0.84772265,0.82405096,0.69114125,0.8420172,0.83081204,0.7571266,0.7609709,0.55118096,0.47912064,0.7575497,0.70739156,0.54488343,0.64011544,0.7275443,0.45307815,0.70299345,0.73865473
1200,0.24573329091072083,0.708620548248291,0.7079834342002869,0.99512124,0.8533554,0.53765017,0.8435635,0.8227403,0.6950109,0.8452294,0.83230597,0.7552639,0.7600535,0.559446,0.504737,0.75830364,0.71609366,0.55644274,0.63291615,0.72877806,0.43746275,0.7167323,0.756315
1300,0.37183788418769836,0.708620548248291,0.7075903564691544,0.9951117,0.8528212,0.53392774,0.84495,0.8296642,0.6938044,0.8373157,0.8322429,0.7573744,0.75661606,0.553597,0.50696653,0.748199,0.72406304,0.55960315,0.63926,0.73347384,0.45247146,0.7089045,0.7464052
1400,0.2547528147697449,0.708620548248291,0.7092080116271973,0.99535143,0.85453534,0.5574663,0.853708,0.8292049,0.69708633,0.8470038,0.83392775,0.74890196,0.75465155,0.54009944,0.48378068,0.7795962,0.7172538,0.53905594,0.64383215,0.7285953,0.47335112,0.71451986,0.7404626
1500,0.5530472993850708,0.7092080116271973,0.7065161019563675,0.9952266,0.85234636,0.5450699,0.8511978,0.82581866,0.697907,0.8428083,0.834511,0.7515118,0.7576614,0.52191305,0.47797787,0.76623464,0.7286029,0.5533342,0.64152956,0.72880775,0.4496705,0.706768,0.7451776
1600,0.30506837368011475,0.7092080116271973,0.7064467221498489,0.9952067,0.85535645,0.54568225,0.845244,0.82925105,0.6977655,0.84410214,0.83543706,0.75152993,0.7536457,0.53039473,0.48302346,0.76207006,0.7110155,0.55579877,0.6410403,0.723184,0.4774057,0.6961001,0.74443585
1700,0.6751442551612854,0.7092080116271973,0.7064151763916016,0.9953606,0.8558195,0.54827625,0.8499433,0.8348508,0.7005538,0.8493722,0.8374764,0.7541852,0.7571661,0.5181719,0.5010717,0.7751454,0.70189255,0.55164057,0.65233696,0.7384678,0.45685345,0.68947875,0.71250653
1800,0.250224232673645,0.7092080116271973,0.7052246630191803,0.9952953,0.8575733,0.56141025,0.84477425,0.82605636,0.7010561,0.84963936,0.8329624,0.7567638,0.7582266,0.523124,0.47174844,0.76727355,0.7082552,0.5502434,0.6402274,0.73045635,0.45507348,0.6916421,0.72923553
1900,0.2518232464790344,0.7092080116271973,0.7081260979175568,0.9953546,0.857435,0.55076635,0.8516485,0.83083516,0.6953918,0.8502629,0.83568424,0.7563337,0.76203203,0.5023753,0.49781144,0.76077473,0.7173614,0.5467951,0.63161004,0.7434317,0.47560823,0.71019095,0.73589283
2000,0.22618655860424042,0.7092080116271973,0.7058579474687576,0.99503744,0.85676384,0.5418094,0.84051454,0.82932895,0.6994634,0.83328325,0.8323469,0.755739,0.7577477,0.51958185,0.49543154,0.75367844,0.72381717,0.5376655,0.6360973,0.7368547,0.48261836,0.69612706,0.7330821
2100,0.4933927059173584,0.7092080116271973,0.7072994261980057,0.9951603,0.85938287,0.5504415,0.8365348,0.82345563,0.70074344,0.84842116,0.8361914,0.76194143,0.75577116,0.5373211,0.5024695,0.72694135,0.7177199,0.5372228,0.6383332,0.736141,0.4833585,0.70535904,0.7342182
2200,0.35532206296920776,0.7092080116271973,0.7052603662014008,0.99520135,0.8558426,0.5359354,0.8448883,0.8316641,0.70177865,0.842896,0.83637774,0.7574167,0.7565647,0.5303819,0.49952444,0.75119126,0.69643044,0.5374637,0.64721864,0.73284096,0.49497145,0.6881966,0.7201985
2300,0.24525186419487,0.7092080116271973,0.7073621153831482,0.9951662,0.856563,0.53262293,0.84065247,0.8214767,0.6935303,0.848783,0.83299375,0.7564447,0.75531656,0.53972733,0.51691866,0.76407284,0.7139474,0.53206944,0.6577197,0.7333038,0.46723968,0.71041447,0.7342932
2400,0.39331895112991333,0.7092080116271973,0.7068171799182892,0.9953532,0.85845846,0.5445217,0.85238296,0.8224783,0.6984193,0.8509977,0.83536875,0.755442,0.7578546,0.5216782,0.4808761,0.7441857,0.71703833,0.5356182,0.6450075,0.7378497,0.4785311,0.71774644,0.73410225
2500,0.388813316822052,0.7092080116271973,0.7106457054615021,0.9953332,0.8584335,0.54861534,0.8522699,0.8302932,0.70372975,0.84506536,0.83518064,0.76524574,0.75735074,0.50564426,0.4999857,0.75723296,0.71868813,0.53638065,0.6569473,0.74125266,0.49189502,0.71360886,0.7608076
2600,0.24985572695732117,0.7106457054615021,0.7076719403266907,0.9953141,0.85951024,0.5392957,0.8495938,0.8279958,0.6976455,0.84566724,0.83304805,0.76443905,0.7530741,0.518682,0.5005642,0.78721243,0.72223717,0.54362005,0.65603465,0.73604226,0.441467,0.7037149,0.7389153
2700,0.34627437591552734,0.7106457054615021,0.7056853920221329,0.99507856,0.85593855,0.53287894,0.8473047,0.8183078,0.70471084,0.83577347,0.8295182,0.7655475,0.7535343,0.5110308,0.47412673,0.7736047,0.7272796,0.5367421,0.6455657,0.7350198,0.48352915,0.7068242,0.7405969
2800,0.42903321981430054,0.7106457054615021,0.7058045268058777,0.99525356,0.8580563,0.54913783,0.85112745,0.82936704,0.70097286,0.8395499,0.8331889,0.7599647,0.75333935,0.5100499,0.48801172,0.7724833,0.7026063,0.5296602,0.6471443,0.7232355,0.5017588,0.70493907,0.7186013
2900,0.2329847663640976,0.7106457054615021,0.7064923048019409,0.9953082,0.8587083,0.5393895,0.8491448,0.82724,0.6956849,0.84782207,0.8326403,0.7674668,0.7582182,0.5203209,0.49676678,0.75985694,0.72705686,0.5181124,0.645288,0.7406215,0.47310418,0.71038485,0.72037965
3000,0.21539688110351562,0.7106457054615021,0.7053174525499344,0.99511206,0.85548925,0.5350896,0.8527983,0.825255,0.7034563,0.830307,0.8314909,0.7659446,0.7578898,0.5320457,0.48681825,0.7522261,0.72765005,0.5309789,0.63752276,0.73052305,0.46499258,0.70891345,0.7368871
3100,0.2521809935569763,0.7106457054615021,0.7098397612571716,0.9952261,0.8561048,0.5427836,0.8475949,0.8264189,0.7058412,0.84384716,0.83066607,0.76962745,0.759749,0.5186846,0.48947597,0.7815804,0.727939,0.5358262,0.64793974,0.7379038,0.49422422,0.7039715,0.7390285
3200,0.29153192043304443,0.7106457054615021,0.7053483873605728,0.9954375,0.8568509,0.5539292,0.85629326,0.83423936,0.70492053,0.84828043,0.83617413,0.7603635,0.757295,0.48493063,0.485826,0.7466215,0.70952785,0.51688194,0.6506323,0.7379682,0.48424762,0.7049033,0.7269741
3300,0.25463467836380005,0.7106457054615021,0.709583580493927,0.9953376,0.8555931,0.5444833,0.854226,0.83055335,0.70518416,0.8449965,0.8317787,0.7631959,0.7571786,0.5187154,0.51298296,0.7707143,0.72252446,0.52903956,0.6507812,0.7390338,0.48901024,0.7096163,0.7255099
3400,0.25431230664253235,0.7106457054615021,0.7087075114250183,0.99531066,0.8563506,0.54570895,0.84928167,0.83257276,0.70085084,0.8455187,0.83533573,0.7633648,0.75524473,0.5236223,0.49868092,0.7799639,0.70819676,0.51382315,0.6400152,0.73890495,0.49651033,0.7182609,0.73113334
3500,0.37679800391197205,0.7106457054615021,0.7067935466766357,0.99519575,0.85182667,0.52235186,0.8466047,0.82936394,0.70099497,0.8452395,0.8325946,0.76167125,0.756436,0.5330665,0.5170257,0.76738334,0.7073498,0.5216824,0.6438536,0.7440275,0.46936283,0.7167765,0.7277633
3600,0.45795297622680664,0.7106457054615021,0.7043678015470505,0.99521583,0.8522395,0.5298552,0.8453001,0.83170193,0.6988386,0.8467984,0.8394903,0.7660229,0.7511912,0.49377996,0.5006616,0.76669073,0.707466,0.5266583,0.6420041,0.7376158,0.4906133,0.71066356,0.70105654
3700,0.4727322459220886,0.7106457054615021,0.7044003754854202,0.99511343,0.85139674,0.5311834,0.8445506,0.82855153,0.70099986,0.84108794,0.83554,0.7628006,0.7520851,0.50140846,0.52200496,0.75369424,0.7193006,0.52415204,0.64636344,0.7445893,0.4614111,0.70074964,0.7246133
3800,0.26001667976379395,0.7106457054615021,0.7015597075223923,0.9950745,0.85099417,0.5328514,0.8474871,0.8285271,0.6990446,0.83296055,0.8330784,0.75897336,0.75027096,0.4913437,0.50796205,0.76300764,0.7062141,0.5192902,0.6547659,0.73909634,0.4574387,0.71145165,0.698825
3900,0.4644544720649719,0.7106457054615021,0.7056503593921661,0.99509734,0.8516557,0.5448402,0.8436289,0.8236519,0.7010356,0.840049,0.82869196,0.76313514,0.7527434,0.5166204,0.49205485,0.76468766,0.70593154,0.5230385,0.639428,0.7450692,0.48201227,0.72098833,0.7301675
4000,0.255423903465271,0.7106457054615021,0.7043477147817612,0.9952438,0.8514876,0.550449,0.85260826,0.83510256,0.705405,0.8424536,0.83374214,0.7573778,0.7530111,0.49408618,0.47886693,0.7503512,0.71069705,0.5349688,0.642015,0.7412555,0.45138687,0.7094108,0.7550318
4100,0.3393057584762573,0.7106457054615021,0.7072082459926605,0.9952651,0.85475343,0.5339485,0.8491647,0.83144104,0.7103067,0.8434374,0.84144133,0.759218,0.75398165,0.5213029,0.48010874,0.770337,0.7239133,0.5360446,0.64164865,0.7423082,0.4479132,0.7215747,0.7408027
4200,0.6116880774497986,0.7106457054615021,0.7065108418464661,0.9951911,0.8562495,0.5360588,0.8475456,0.8271268,0.7043672,0.8412072,0.8371252,0.761202,0.7545263,0.5118884,0.47900465,0.74900913,0.7256391,0.53709745,0.6320356,0.7400754,0.48796803,0.7102338,0.7504005
4300,0.4142780601978302,0.7106457054615021,0.7025959491729736,0.99508727,0.85330904,0.5375565,0.84524083,0.8260056,0.69811976,0.83605456,0.8356481,0.76425564,0.756183,0.48565048,0.46008787,0.760327,0.7251899,0.5214893,0.64535713,0.73778445,0.4852236,0.7125549,0.71918863
